TargetID	CHR
cg03601619	X
cg03604216	X
cg03604519	X
cg03605032	X
cg03605858	X
cg03608855	X
cg03610137	X
cg03636437	X
cg03646906	X
cg03647899	X
cg03650842	X
cg03657257	X
cg03658985	X
cg03659012	X
cg03660541	X
cg03660876	X
cg03661529	X
cg03662494	X
cg03662899	X
cg03663024	X
cg03664928	X
cg03665601	X
cg03665912	X
cg03668629	X
cg03669491	X
cg03670113	X
cg03670355	X
cg03671371	X
cg03672021	X
cg03672915	X
cg03674851	X
cg03675615	X
cg03679005	X
cg03679269	X
cg03681405	X
cg03682444	X
cg03683587	X
cg03687305	X
cg03688409	X
cg03689540	X
cg03691313	X
cg03692134	X
cg03692149	X
cg03692228	X
cg03693842	X
cg03695909	X
cg03697809	X
cg03699508	X
cg03704031	X
cg03704653	X
cg03705894	X
cg03706022	X
cg03709474	X
cg03711046	X
cg03714991	X
cg03715506	X
cg03716231	X
cg03717198	X
cg03717424	X
cg03717635	X
cg03718079	X
cg03718309	X
cg03723123	X
cg03723195	X
cg03723938	X
cg03728850	X
cg03730082	X
cg03732411	X
cg03733831	X
cg03735049	X
cg03735077	X
cg03738247	X
cg03741419	X
cg03742148	X
cg03744114	X
cg03744357	X
cg03746520	X
cg03748372	X
cg03748429	X
cg03748858	X
cg03749630	X
cg03751162	X
cg03752015	X
cg03753451	X
cg03753611	X
cg03754195	X
cg03757053	X
cg03758972	X
cg03759948	X
cg03761894	X
cg03761923	X
cg03762767	X
cg03765359	X
cg03765898	X
cg03766586	X
cg03768687	X
cg03769817	X
cg03773146	X
cg03783575	X
cg03787796	X
cg03788610	X
cg03789606	X
cg03790146	X
cg03790891	X
cg03791434	X
cg03791917	X
cg03793368	X
cg03800724	X
cg03801901	X
cg03802424	X
cg03802931	X
cg03805048	X
cg03806192	X
cg03810476	X
cg03810479	X
cg03811055	X
cg03813951	X
cg03814733	X
cg03817616	X
cg03821767	X
cg03822658	X
cg03823092	X
cg03823149	X
cg03825574	X
cg03826587	X
cg03828160	X
cg03829216	X
cg03829491	X
cg03831206	X
cg03832506	X
cg03833774	X
cg03834574	X
cg03838168	X
cg03840091	X
cg03842291	X
cg03845359	X
cg03845409	X
cg03849262	X
cg03850976	X
cg03851490	X
cg03853861	X
cg03858262	X
cg03859891	X
cg03867952	X
cg03878985	X
cg03885028	X
cg03887211	X
cg03887682	X
cg03892157	X
cg03892808	X
cg03894002	X
cg03895284	X
cg03897851	X
cg03900860	X
cg03905487	X
cg03905986	X
cg03906572	X
cg03908845	X
cg03909472	X
cg03910337	X
cg03915527	X
cg03915742	X
cg03927113	X
cg03927302	X
cg03928924	X
cg03931619	X
cg03933846	X
cg03934360	X
cg03937594	X
cg03939693	X
cg03941517	X
cg03942390	X
cg03944921	X
cg03946442	X
cg03948928	X
cg03949008	X
cg03950785	X
cg03952112	X
cg03957435	X
cg03958104	X
cg03959079	X
cg03959273	X
cg03960747	X
cg03962288	X
cg03962769	X
cg03964424	X
cg03966679	X
cg03968699	X
cg03971283	X
cg03971469	X
cg03972560	X
cg03977822	X
cg03978312	X
cg03983969	X
cg03984295	X
cg03989304	X
cg03990195	X
cg03991766	X
cg03992069	X
cg03992092	X
cg03993368	X
cg03993934	X
cg03995238	X
cg03996447	X
cg04001878	X
cg04010032	X
cg04012614	X
cg04013810	X
cg04014504	X
cg04023829	X
cg04025582	X
cg04026379	X
cg04027004	X
cg04027312	X
cg04027940	X
cg04029282	X
cg04029366	X
cg04029630	X
cg04029664	X
cg04031645	X
cg04032096	X
cg04032503	X
cg04032861	X
cg04033011	X
cg04035233	X
cg04037732	X
cg04039555	X
cg04041812	X
cg04044631	X
cg04044694	X
cg04047414	X
cg04051266	X
cg04053131	X
cg04055739	X
cg04058675	X
cg04059198	X
cg04059980	X
cg04061482	X
cg04064330	X
cg04064672	X
cg04065558	X
cg04065832	X
cg04069100	X
cg04069311	X
cg04069374	X
cg04069419	X
cg04070122	X
cg04071644	X
cg04071770	X
cg04072009	X
cg04075675	X
cg04075827	X
cg04077100	X
cg04077363	X
cg04084455	X
cg04093132	X
cg04094482	X
cg04096096	X
cg04101819	X
cg04103377	X
cg04109661	X
cg04118889	X
cg04123347	X
cg04128303	X
cg04137897	X
cg04139820	X
cg04141767	X
cg04143870	X
cg04144603	X
cg04149024	X
cg04149171	X
cg04150893	X
cg04155024	X
cg04158739	X
cg04162504	X
cg04166210	X
cg04167532	X
cg04167725	X
cg04173432	X
cg04174234	X
cg04174838	X
cg04177332	X
cg04177426	X
cg04182378	X
cg04182474	X
cg04183498	X
cg04184316	X
cg04185841	X
cg04186471	X
cg04189389	X
cg04189697	X
cg04189723	X
cg04190662	X
cg04205692	X
cg04210922	X
cg04211807	X
cg04216286	X
cg04217946	X
cg04221167	X
cg04223454	X
cg04224247	X
cg04225046	X
cg04225254	X
cg04227026	X
cg04227528	X
cg04227631	X
cg04227643	X
cg04233717	X
cg04235544	X
cg04238548	X
cg04238575	X
cg04240856	X
cg04241572	X
cg04243127	X
cg04253298	X
cg04262605	X
cg04270663	X
cg04271131	X
cg04277998	X
cg04279920	X
cg04282422	X
cg04283377	X
cg04287191	X
cg04287686	X
cg04288012	X
cg04288265	X
cg04289416	X
cg04290452	X
cg04290766	X
cg04292836	X
cg04293108	X
cg04294190	X
cg04297329	X
cg04297522	X
cg04297907	X
cg04298609	X
cg04300278	X
cg04301343	X
cg04302178	X
cg04302192	X
cg04302300	X
cg04303560	X
cg04307491	X
cg04308274	X
cg04310247	X
cg04312965	X
cg04317640	X
cg04317926	X
cg04318320	X
cg04318657	X
cg04323365	X
cg04323915	X
cg04324559	X
cg04324607	X
cg04325187	X
cg04327763	X
cg04329736	X
cg04331647	X
cg04334684	X
cg04335355	X
cg04336572	X
cg04337034	X
cg04341767	X
cg04342295	X
cg04342904	X
cg04343775	X
cg04344997	X
cg04345928	X
cg04364889	X
cg04368919	X
cg04369555	X
cg04369574	X
cg04371001	X
cg04371585	X
cg04373587	X
cg04375087	X
cg04376185	X
cg04381324	X
cg04381495	X
cg04384873	X
cg04387098	X
cg04388053	X
cg04388383	X
cg04388409	X
cg04389917	X
cg04391849	X
cg04392209	X
cg04392694	X
cg04393989	X
cg04394795	X
cg04395332	X
cg04397441	X
cg04399994	X
cg04402371	X
cg04402486	X
cg04402798	X
cg04406445	X
cg04412186	X
cg04413754	X
cg04414245	X
cg04414946	X
cg04419618	X
cg04421488	X
cg04421522	X
cg04424215	X
cg04424654	X
cg04427987	X
cg04428826	X
cg04437194	X
cg04437234	X
cg04455030	X
cg04455999	X
cg04464742	X
cg04474375	X
cg04476849	X
cg04481865	X
cg04483741	X
cg04483797	X
cg04484695	X
cg04486022	X
cg04488527	X
cg04489366	X
cg04490290	X
cg04491396	X
cg04492048	X
cg04493225	X
cg04493740	X
cg04494122	X
cg04495420	X
cg04497165	X
cg04499381	X
cg04501372	X
cg04510816	X
cg04514385	X
cg04515986	X
cg04522721	X
cg04524851	X
cg04528545	X
cg04529406	X
cg04532200	X
cg04533302	X
cg04533591	X
cg04535803	X
cg04544154	X
cg04544498	X
cg04545159	X
cg04549977	X
cg04552106	X
cg04553232	X
cg04557963	X
cg04562662	X
cg04565250	X
cg04569165	X
cg04574552	X
cg04574723	X
cg04575501	X
cg04581892	X
cg04584307	X
cg04586456	X
cg04587983	X
cg04593531	X
cg04593869	X
cg04594276	X
cg04595053	X
cg04595393	X
cg04596655	X
cg04598095	X
cg04598328	X
cg04598760	X
cg04599817	X
cg04602218	X
cg04613080	X
cg04614203	X
cg04616757	X
cg04617012	X
cg04619644	X
cg04620228	X
cg04621904	X
cg04624564	X
cg04625493	X
cg04625528	X
cg04626105	X
cg04626171	X
cg04629827	X
cg04630982	X
cg04636194	X
cg04637219	X
cg04637490	X
cg04640677	X
cg04641663	X
cg04642759	X
cg04644844	X
cg04646630	X
cg04646860	X
cg04647039	X
cg04647094	X
cg04650971	X
cg04651193	X
cg04653083	X
cg04653706	X
cg04659622	X
cg04663649	X
cg04665139	X
cg04667267	X
cg04669465	X
cg04675170	X
cg04675306	X
cg04675919	X
cg04676446	X
cg04677508	X
cg04681171	X
cg04685060	X
cg04688327	X
cg04688815	X
cg04689451	X
cg04690567	X
cg04691867	X
cg04696059	X
cg04697849	X
cg04699313	X
cg04700060	X
cg04700811	X
cg04702045	X
cg04702079	X
cg04702368	X
cg04703500	X
cg04704683	X
cg04709809	X
cg04710661	X
cg04712194	X
cg04716051	X
cg04717613	X
cg04721883	X
cg04730443	X
cg04733222	X
cg04734394	X
cg04734446	X
cg04735237	X
cg04738169	X
cg04739874	X
cg04740028	X
cg04743474	X
cg04744025	X
cg04745408	X
cg04745934	X
cg04746792	X
cg04747879	X
cg04748497	X
cg04751297	X
cg04751886	X
cg04752574	X
cg04754076	X
cg04755045	X
cg04755662	X
cg04762552	X
cg04763286	X
cg04764476	X
cg04765207	X
cg04765675	X
cg04768312	X
cg04768884	X
cg04769268	X
cg04769341	X
cg04769935	X
cg04771154	X
cg04771729	X
cg04772362	X
cg04774951	X
cg04777103	X
cg04777541	X
cg04778337	X
cg04779297	X
cg04782269	X
cg04784122	X
cg04787237	X
cg04790097	X
cg04790137	X
cg04790148	X
cg04791287	X
cg04791822	X
cg04793532	X
cg04811556	X
cg04811950	X
cg04812084	X
cg04812249	X
cg04813240	X
cg04814085	X
cg04817724	X
cg04820200	X
cg04820593	X
cg04820960	X
cg04821008	X
cg04821091	X
cg04822167	X
cg04822213	X
cg04823894	X
cg04828704	X
cg04836978	X
cg04843066	X
cg04843340	X
cg04852271	X
cg04853367	X
cg04854285	X
cg04855291	X
cg04855977	X
cg04856605	X
cg04860194	X
cg04861259	X
cg04867253	X
cg04872051	X
cg04875162	X
cg04882894	X
cg04886382	X
cg04886514	X
cg04886769	X
cg04889508	X
cg04907664	X
cg04918728	X
cg04919858	X
cg04920616	X
cg04922020	X
cg04924141	X
cg04924696	X
cg04924736	X
cg04924962	X
cg04926827	X
cg04927540	X
cg04927657	X
cg04927982	X
cg04929015	X
cg04929022	X
cg04929599	X
cg04929865	X
cg04930858	X
cg04931939	X
cg04932149	X
cg04932755	X
cg04941611	X
cg04944936	X
cg04950711	X
cg04960964	X
cg04967538	X
cg04979234	X
cg04985372	X
cg04992335	X
cg04995154	X
cg05012785	X
cg05016192	X
cg05019001	X
cg05026884	X
cg05028071	X
cg05028588	X
cg05029625	X
cg05031352	X
cg05032098	X
cg05032353	X
cg05032903	X
cg05034175	X
cg05039054	X
cg05039749	X
cg05040675	X
cg05041728	X
cg05044339	X
cg05045028	X
cg05045659	X
cg05045738	X
cg05047411	X
cg05047811	X
cg05049545	X
cg05049933	X
cg05050864	X
cg05052243	X
cg05052271	X
cg05059648	X
cg05059874	X
cg05059994	X
cg05061296	X
cg05061650	X
cg05064925	X
cg05065576	X
cg05066631	X
cg05070565	X
cg05071823	X
cg05073171	X
cg05074623	X
cg05078558	X
cg05078775	X
cg05080834	X
cg05083020	X
cg05085049	X
cg05086798	X
cg05087624	X
cg05088006	X
cg05088151	X
cg05091491	X
cg05091873	X
cg05093881	X
cg05093999	X
cg05096434	X
cg05096515	X
cg05096731	X
cg05100261	X
cg05100268	X
cg05100479	X
cg05101765	X
cg05103731	X
cg05104476	X
cg05105069	X
cg05106463	X
cg05106824	X
cg05109065	X
cg05109619	X
cg05113908	X
cg05114100	X
cg05116452	X
cg05116966	X
cg05118621	X
cg05121989	X
cg05123368	X
cg05124235	X
cg05127037	X
cg05127178	X
cg05129588	X
cg05130312	X
cg05131629	X
cg05134041	X
cg05135729	X
cg05135828	X
cg05137263	X
cg05137662	X
cg05138704	X
cg05140257	X
cg05141400	X
cg05143403	X
cg05147108	X
cg05147330	X
cg05147582	X
cg05148324	X
cg05151505	X
cg05152051	X
cg05152459	X
cg05152874	X
cg05153913	X
cg05155058	X
cg05157702	X
cg05158109	X
cg05159604	X
cg05162528	X
cg05168419	X
cg05169062	X
cg05172693	X
cg05175213	X
cg05177544	X
cg05181110	X
cg05181702	X
cg05184076	X
cg05184436	X
cg05184682	X
cg05185504	X
cg05185776	X
cg05190516	X
cg05190630	X
cg05192472	X
cg05193067	X
cg05193141	X
cg05195686	X
cg05196026	X
cg05196231	X
cg05196885	X
cg05200254	X
cg05200893	X
cg05204037	X
cg05204193	X
cg05206294	X
cg05206587	X
cg05212419	X
cg05215305	X
cg05215598	X
cg05219035	X
cg05219621	X
cg05222959	X
cg05223249	X
cg05223760	X
cg05225083	X
cg05226646	X
cg05237470	X
cg05237609	X
cg05237970	X
cg05239680	X
cg05239824	X
cg05240059	X
cg05240083	X
cg05240537	X
cg05242815	X
cg05245722	X
cg05254049	X
cg05257372	X
cg05257597	X
cg05257898	X
cg05257947	X
cg05259868	X
cg05260852	X
cg05260949	X
cg05264033	X
cg05272837	X
cg05275343	X
cg05279113	X
cg05280762	X
cg05283871	X
cg05286724	X
cg05287266	X
cg05288642	X
cg05288740	X
cg05288927	X
cg05290899	X
cg05292991	X
cg05293502	X
cg05294909	X
cg05295197	X
cg05295417	X
cg05295688	X
cg05302110	X
cg05302212	X
cg05305702	X
cg05305760	X
cg05307865	X
cg05313317	X
cg05313921	X
cg05321038	X
cg05322190	X
cg05324686	X
cg05327750	X
cg05335577	X
cg05339472	X
cg05345404	X
cg05347431	X
cg05356800	X
cg05361475	X
cg05363666	X
cg05365121	X
cg05370638	X
cg05371395	X
cg05371922	X
cg05373692	X
cg05374090	X
cg05375002	X
cg05375065	X
cg05376895	X
cg05378963	X
cg05379196	X
cg05385216	X
cg05385973	X
cg05392989	X
cg05393376	X
cg05396017	X
cg05397738	X
cg05397813	X
cg05397816	X
cg05397934	X
cg05400670	X
cg05405674	X
cg05407106	X
cg05407550	X
cg05411132	X
cg05411980	X
cg05414241	X
cg05414556	X
cg05418443	X
cg05418506	X
cg05418779	X
cg05419061	X
cg05419227	X
cg05422360	X
cg05423956	X
cg05424366	X
cg05424879	X
cg05425577	X
cg05427163	X
cg05434903	X
cg05435697	X
cg05437059	X
cg05438092	X
cg05439258	X
cg05441864	X
cg05442715	X
cg05443523	X
cg05444994	X
cg05445331	X
cg05445588	X
cg05446138	X
cg05448962	X
cg05449830	X
cg05450314	X
cg05452887	X
cg05453458	X
cg05453618	X
cg05453733	X
cg05454424	X
cg05454990	X
cg05455393	X
cg05456652	X
cg05459616	X
cg05461361	X
cg05462236	X
cg05463813	X
cg05463948	X
cg05464374	X
cg05467600	X
cg05470074	X
cg05471258	X
cg05472237	X
cg05473496	X
cg05474077	X
cg05475280	X
cg05476089	X
cg05476522	X
cg05478253	X
cg05479376	X
cg05480640	X
cg05483199	X
cg05491276	X
cg05494459	X
cg05507097	X
cg05508067	X
cg05511138	X
cg05511752	X
cg05512407	X
cg05515118	X
cg05516935	X
cg05522559	X
cg05524154	X
cg05526804	X
cg05529533	X
cg05530348	X
cg05532403	X
cg05532720	X
cg05533223	X
cg05534333	X
cg05539388	X
cg05542153	X
cg05545272	X
cg05547600	X
cg05548773	X
cg05548952	X
cg05551025	X
cg05553756	X
cg05554396	X
cg05555050	X
cg05555725	X
cg05558522	X
cg05559023	X
cg05559795	X
cg05559881	X
cg05560472	X
cg05563333	X
cg05563347	X
cg05564395	X
cg05565735	X
cg05566296	X
cg05570079	X
cg05570609	X
cg05572164	X
cg05572207	X
cg05572834	X
cg05573563	X
cg05574878	X
cg05576548	X
cg05578291	X
cg05579254	X
cg05580931	X
cg05585317	X
cg05587158	X
cg05591348	X
cg05592527	X
cg05594230	X
cg05598468	X
cg05599151	X
cg05599348	X
cg05600581	X
cg05600804	X
cg05605384	X
cg05605944	X
cg05609837	X
cg05629323	X
cg05630320	X
cg05633597	X
cg05638634	X
cg05652828	X
cg05655038	X
cg05655041	X
cg05666266	X
cg05673087	X
cg05673346	X
cg05679489	X
cg05680973	X
cg05682970	X
cg05684200	X
cg05684622	X
cg05685296	X
cg05687312	X
cg05688478	X
cg05689984	X
cg05690949	X
cg05692422	X
cg05695951	X
cg05695959	X
cg05699139	X
cg05699806	X
cg05704524	X
cg05706696	X
cg05707218	X
cg05707815	X
cg05720573	X
cg05721877	X
cg05735850	X
cg05740522	X
cg05740959	X
cg05742782	X
cg05747459	X
cg05748359	X
cg05748796	X
cg05749792	X
cg05756954	X
cg05772663	X
cg05777666	X
cg05777690	X
cg05779963	X
cg05782106	X
cg05782651	X
cg05782751	X
cg05782975	X
cg05783039	X
cg05784171	X
cg05784594	X
cg05785344	X
cg05785376	X
cg05786601	X
cg05788681	X
cg05789980	X
cg05793108	X
cg05793280	X
cg05799859	X
cg05801573	X
cg05801628	X
cg05802072	X
cg05803370	X
cg05803913	X
cg05803942	X
cg05804339	X
cg05806018	X
cg05806387	X
cg05807734	X
cg05812657	X
cg05826817	X
cg05829338	X
cg05832562	X
cg05833518	X
cg05835545	X
cg05835547	X
cg05836475	X
cg05837244	X
cg05837905	X
cg05839786	X
cg05849149	X
cg05849875	X
cg05856884	X
cg05858130	X
cg05859577	X
cg05860920	X
cg05861409	X
cg05866836	X
cg05867448	X
cg05870108	X
cg05870315	X
cg05872215	X
cg05872222	X
cg05872808	X
cg05873659	X
cg05875427	X
cg05876899	X
cg05877833	X
cg05878968	X
cg05880897	X
cg05883299	X
cg05883757	X
cg05884886	X
cg05886698	X
cg05887304	X
cg05889382	X
cg05889642	X
cg05891083	X
cg05892376	X
cg05892902	X
cg05893072	X
cg05894744	X
cg05895666	X
cg05896813	X
cg05897571	X
cg05899258	X
cg05899999	X
cg05902460	X
cg05902740	X
cg05903800	X
cg05905814	X
cg05906362	X
cg05907136	X
cg05908188	X
cg05908833	X
cg05911704	X
cg05911774	X
cg05914696	X
cg05915658	X
cg05921207	X
cg05922253	X
cg05929502	X
cg05929865	X
cg05932828	X
cg05933703	X
cg05935584	X
cg05939629	X
cg05939965	X
cg05941375	X
cg05943154	X
cg05943755	X
cg05946161	X
cg05947181	X
cg05950094	X
cg05958056	X
cg05958126	X
cg05961595	X
cg05965444	X
cg05967389	X
cg05975021	X
cg05980727	X
cg05987154	X
cg05994819	X
cg05996238	X
cg05996419	X
cg05999377	X
cg06000876	X
cg06001976	X
cg06002208	X
cg06002470	X
cg06008640	X
cg06010380	X
cg06014506	X
cg06015784	X
cg06016676	X
cg06016684	X
cg06019215	X
cg06022838	X
cg06024075	X
cg06027835	X
cg06036585	X
cg06037923	X
cg06039729	X
cg06041068	X
cg06041240	X
cg06042004	X
cg06042574	X
cg06046085	X
cg06046696	X
cg06051391	X
cg06051662	X
cg06053110	X
cg06055266	X
cg06055478	X
cg06055803	X
cg06058235	X
cg06068111	X
cg06068202	X
cg06068891	X
cg06069823	X
cg06069996	X
cg06070578	X
cg06072560	X
cg06077978	X
cg06079646	X
cg06079963	X
cg06084034	X
cg06091035	X
cg06093412	X
cg06097615	X
cg06098232	X
cg06099218	X
cg06102452	X
cg06102971	X
cg06104510	X
cg06104959	X
cg06106988	X
cg06107108	X
cg06109624	X
cg06112349	X
cg06116593	X
cg06116594	X
cg06119392	X
cg06122016	X
cg06124711	X
cg06126323	X
cg06127902	X
cg06128881	X
cg06129596	X
cg06130360	X
cg06131666	X
cg06134608	X
cg06135529	X
cg06135650	X
cg06136002	X
cg06137651	X
cg06137672	X
cg06138173	X
cg06139288	X
cg06140460	X
cg06140761	X
cg06143713	X
cg06144608	X
cg06144825	X
cg06144999	X
cg06145195	X
cg06145357	X
cg06148972	X
cg06149454	X
cg06152434	X
cg06152508	X
cg06157408	X
cg06157561	X
cg06158088	X
cg06159667	X
cg06162422	X
cg06163534	X
cg06164717	X
cg06165699	X
cg06168286	X
cg06170080	X
cg06170110	X
cg06170215	X
cg06172119	X
cg06172626	X
cg06174815	X
cg06177698	X
cg06178309	X
cg06180047	X
cg06184979	X
cg06185870	X
cg06186228	X
cg06187102	X
cg06190216	X
cg06201264	X
cg06204009	X
cg06205205	X
cg06206449	X
cg06208111	X
cg06213900	X
cg06216469	X
cg06217046	X
cg06219046	X
cg06219927	X
cg06220755	X
cg06223806	X
cg06228453	X
cg06230327	X
cg06231015	X
cg06231618	X
cg06232789	X
cg06232846	X
cg06233761	X
cg06234064	X
cg06238055	X
cg06242330	X
cg06243722	X
cg06246900	X
cg06252876	X
cg06253229	X
cg06256374	X
cg06256785	X
cg06259852	X
cg06266461	X
cg06267144	X
cg06267203	X
cg06267401	X
cg06268269	X
cg06268905	X
cg06269080	X
cg06270497	X
cg06272245	X
cg06273903	X
cg06275134	X
cg06277838	X
cg06282443	X
cg06282524	X
cg06286431	X
cg06287707	X
cg06288270	X
cg06289882	X
cg06291093	X
cg06292022	X
cg06293983	X
cg06294995	X
cg06295352	X
cg06297686	X
cg06298190	X
cg06298361	X
cg06300107	X
cg06300944	X
cg06302025	X
cg06302218	X
cg06302402	X
cg06306751	X
cg06307153	X
cg06308344	X
cg06308972	X
cg06309256	X
cg06309822	X
cg06310760	X
cg06313930	X
cg06318809	X
cg06323119	X
cg06323885	X
cg06325687	X
cg06327799	X
cg06334238	X
cg06338119	X
cg06340713	X
cg06341336	X
cg06350107	X
cg06350796	X
cg06363801	X
cg06372522	X
cg06373526	X
cg06375559	X
cg06376033	X
cg06376940	X
cg06379640	X
cg06380355	X
cg06384491	X
cg06384623	X
cg06392956	X
cg06400167	X
cg06406538	X
cg06407366	X
cg06408025	X
cg06408185	X
cg06408301	X
cg06408533	X
cg06409934	X
cg06410866	X
cg06411441	X
cg06416018	X
cg06416685	X
cg06427226	X
cg06428055	X
cg06428288	X
cg06431415	X
cg06431611	X
cg06438094	X
cg06438727	X
cg06438901	X
cg06439589	X
cg06441867	X
cg06442736	X
cg06442844	X
cg06442966	X
cg06443675	X
cg06443888	X
cg06444329	X
cg06447436	X
cg06448666	X
cg06452893	X
cg06452970	X
cg06454337	X
cg06454951	X
cg06455206	X
cg06455967	X
cg06457149	X
cg06457249	X
cg06457357	X
cg06461462	X
cg06462425	X
cg06462431	X
cg06462727	X
cg06464066	X
cg06465306	X
cg06467462	X
cg06467636	X
cg06468442	X
cg06469252	X
cg06472116	X
cg06472309	X
cg06475150	X
cg06475811	X
cg06476341	X
cg06479978	X
cg06481089	X
cg06482328	X
cg06489418	X
cg06492112	X
cg06494770	X
cg06504563	X
cg06505213	X
cg06505768	X
cg06506080	X
cg06510592	X
cg06511189	X
cg06513359	X
cg06514587	X
cg06520740	X
cg06521531	X
cg06522219	X
cg06525551	X
cg06526829	X
cg06534187	X
cg06535161	X
cg06538334	X
cg06538336	X
cg06539694	X
cg06540859	X
cg06544877	X
cg06548617	X
cg06549249	X
cg06551391	X
cg06552195	X
cg06554760	X
cg06558166	X
cg06558952	X
cg06568260	X
cg06578851	X
cg06583412	X
cg06614969	X
cg06615444	X
cg06616051	X
cg06616857	X
cg06617418	X
cg06619487	X
cg06620254	X
cg06620299	X
cg06621863	X
cg06623468	X
cg06624712	X
cg06624970	X
cg06625174	X
cg06625916	X
cg06628622	X
cg06630839	X
cg06633205	X
cg06633743	X
cg06645047	X
cg06646098	X
cg06647694	X
cg06649034	X
cg06649626	X
cg06650493	X
cg06650546	X
cg06650776	X
cg06650847	X
cg06654051	X
cg06655100	X
cg06656651	X
cg06657741	X
cg06659128	X
cg06663923	X
cg06666117	X
cg06667703	X
cg06672093	X
cg06673178	X
cg06675660	X
cg06683780	X
cg06691299	X
cg06692867	X
cg06700462	X
cg06701191	X
cg06705078	X
cg06705167	X
cg06711837	X
cg06712539	X
cg06715672	X
cg06717971	X
cg06720669	X
cg06721573	X
cg06731599	X
cg06739534	X
cg06742032	X
cg06742180	X
cg06746884	X
cg06746903	X
cg06758848	X
cg06761424	X
cg06765430	X
cg06767008	X
cg06769752	X
cg06772067	X
cg06774124	X
cg06774787	X
cg06775759	X
cg06776123	X
cg06776257	X
cg06776776	X
cg06778013	X
cg06778844	X
cg06779458	X
cg06779802	X
cg06780601	X
cg06780606	X
cg06782349	X
cg06783548	X
cg06786167	X
cg06789392	X
cg06791102	X
cg06792724	X
cg06793890	X
cg06794323	X
cg06796204	X
cg06803079	X
cg06804788	X
cg06805513	X
cg06806679	X
cg06807018	X
cg06809565	X
cg06810133	X
cg06811375	X
cg06814121	X
cg06815914	X
cg06816704	X
cg06818142	X
cg06818555	X
cg06822229	X
cg06828129	X
cg06831164	X
cg06831832	X
cg06833902	X
cg06834235	X
cg06834983	X
cg06839398	X
cg06845960	X
cg06848990	X
cg06851753	X
cg06852103	X
cg06860598	X
cg06864633	X
cg06868150	X
cg06870560	X
cg06871279	X
cg06873315	X
cg06875704	X
cg06876079	X
cg06877198	X
cg06878303	X
cg06879828	X
cg06883934	X
cg06885779	X
cg06891491	X
cg06892157	X
cg06895515	X
cg06899582	X
cg06900776	X
cg06902764	X
cg06908232	X
cg06909745	X
cg06913629	X
cg06915321	X
cg06915915	X
cg06916310	X
cg06918955	X
cg06919398	X
cg06919903	X
cg06920429	X
cg06921456	X
cg06921685	X
cg06922569	X
cg06925836	X
cg06927864	X
cg06936709	X
cg06938654	X
cg06939792	X
cg06942445	X
cg06943437	X
cg06943593	X
cg06944050	X
cg06944211	X
cg06944922	X
cg06945800	X
cg06948553	X
cg06953627	X
cg06957108	X
cg06959635	X
cg06963219	X
cg06963664	X
cg06964654	X
cg06967228	X
cg06968752	X
cg06971254	X
cg06980881	X
cg06981242	X
cg06988760	X
cg07001318	X
cg07001612	X
cg07004091	X
cg07004932	X
cg07005924	X
cg07007780	X
cg07010478	X
cg07011790	X
cg07012573	X
cg07026431	X
cg07029395	X
cg07038409	X
cg07042747	X
cg07049424	X
cg07051162	X
cg07051329	X
cg07053481	X
cg07053880	X
cg07054622	X
cg07055143	X
cg07055845	X
cg07056506	X
cg07056550	X
cg07061351	X
cg07063211	X
cg07063583	X
cg07066594	X
cg07069575	X
cg07069660	X
cg07070466	X
cg07070940	X
cg07076318	X
cg07079445	X
cg07079936	X
cg07086565	X
cg07088622	X
cg07089242	X
cg07089438	X
cg07091641	X
cg07093674	X
cg07094528	X
cg07096038	X
cg07096248	X
cg07098277	X
cg07099245	X
cg07103644	X
cg07108522	X
cg07109010	X
cg07112779	X
cg07115116	X
cg07115537	X
cg07136610	X
cg07136872	X
cg07137581	X
cg07143052	X
cg07146718	X
cg07147350	X
cg07150680	X
cg07151929	X
cg07153944	X
cg07156563	X
cg07157700	X
cg07158153	X
cg07160107	X
cg07161993	X
cg07167981	X
cg07172237	X
cg07172550	X
cg07174097	X
cg07177300	X
cg07180121	X
cg07180360	X
cg07181891	X
cg07182248	X
cg07186939	X
cg07187289	X
cg07187723	X
cg07191545	X
cg07192043	X
cg07193309	X
cg07194250	X
cg07195469	X
cg07195539	X
cg07195705	X
cg07198345	X
cg07198771	X
cg07200487	X
cg07201013	X
cg07204290	X
cg07206010	X
cg07207959	X
cg07208231	X
cg07210774	X
cg07210835	X
cg07211220	X
cg07211915	X
cg07214066	X
cg07215528	X
cg07223177	X
cg07240096	X
cg07242375	X
cg07253552	X
cg07256221	X
cg07256643	X
cg07258624	X
cg07260325	X
cg07260443	X
cg07261646	X
cg07264097	X
cg07274490	X
cg07274922	X
cg07276379	X
cg07278328	X
cg07283407	X
cg07295246	X
cg07297906	X
cg07309821	X
cg07311845	X
cg07312966	X
cg07313078	X
cg07314984	X
cg07318999	X
cg07320017	X
cg07324045	X
cg07337720	X
cg07342016	X
cg07343739	X
cg07344627	X
cg07349006	X
cg07352612	X
cg07354666	X
cg07356189	X
cg07358738	X
cg07363416	X
cg07368951	X
cg07374632	X
cg07380282	X
cg07381502	X
cg07382308	X
cg07382899	X
cg07386410	X
cg07388156	X
cg07388258	X
cg07390373	X
cg07392722	X
cg07393670	X
cg07395435	X
cg07395724	X
cg07395961	X
cg07398429	X
cg07405239	X
cg07409400	X
cg07413830	X
cg07413956	X
cg07416427	X
