PROBE,%
cg23517941,7
cg25734785,7
cg15649760,7
cg01777786,7
cg06542686,7
cg25059408,7
cg23406864,7
cg27179498,7
cg15614438,7
cg10901997,7
cg12400921,7
cg27407546,7
cg15030074,7
cg07422735,7
cg24094706,7
cg20014942,7
cg02441543,7
cg09817171,7
cg26929239,7
cg17785468,7
cg17294479,7
cg20133129,7
cg15688683,8
cg00669623,8
cg18235051,8
cg12710637,8
cg11138362,8
cg18936550,8
cg20252997,8
cg23849103,8
cg22498982,8
cg25307521,8
cg04503318,8
cg02053132,8
cg20270882,8
cg15697160,8
cg07801894,8
cg07823670,8
cg24531638,8
cg00248935,8
cg11706129,8
cg17155687,8
cg16270643,8
cg19629430,8
cg19372327,8
cg22717235,8
cg14210114,8
cg21805734,8
cg04104579,8
cg08480011,8
cg17143291,8
cg21570050,8
cg15013523,8
cg09061993,8
cg22700715,8
cg17096979,8
cg16166209,8
cg00028022,8
cg03133799,8
cg12760299,8
cg01592350,8
cg07921081,8
cg23986580,8
cg01988299,8
cg24588468,8
cg13483099,8
cg25570222,8
cg24200960,8
cg01369511,8
cg20339553,8
cg04571903,8
cg18946805,8
cg19416073,8
cg21593159,8
cg26638920,8
cg22971153,8
cg10068464,8
cg21544437,8
cg04035345,8
cg27228976,8
cg04637598,8
cg04837091,8
cg04782213,8
cg20421295,8
cg13303459,8
cg09969882,8
cg02006854,8
cg07333608,8
cg20516529,8
cg01697477,8
cg21445918,8
cg20176706,8
cg13011901,8
cg16448309,8
cg08976117,8
cg08976117,8
cg10946864,8
cg03040441,8
cg08491661,8
cg11854073,8
cg12727363,8
cg11923296,8
cg10498585,8
cg15954263,8
cg06034263,8
cg03190045,8
cg00077738,8
cg12053147,8
cg20992733,8
cg16809273,8
cg00406542,8
cg14887054,8
cg23048051,8
cg24720151,8
cg00728890,8
cg12508426,8
cg01288089,8
cg23282363,8
cg12579198,8
cg26454299,8
cg00385164,8
cg26975461,8
cg21544585,8
cg01782410,8
cg16098957,8
cg24784416,8
cg00517535,8
cg17081772,8
cg17981943,8
cg02495120,8
cg23576855,8
cg05516328,8
cg27078676,8
cg03893255,8
cg15402732,8
cg24740576,8
cg22502308,8
cg02707593,8
cg11547201,8
cg16578802,8
cg25232719,8
cg23343131,8
cg15206500,8
cg19683675,8
cg19871588,8
cg13313423,8
cg07127799,8
cg24700999,8
cg02857604,8
cg26262746,8
cg00958550,8
cg06314883,8
cg14686042,8
cg02330394,8
cg15042082,8
cg23871533,8
cg15726141,8
cg21184204,8
cg02774073,8
cg21103668,8
cg06503981,8
cg16494625,8
cg11086883,8
cg13582692,8
cg17048834,8
cg11615102,8
cg06302311,8
cg23491756,8
cg27014438,8
cg10467968,8
cg14011987,8
cg13246802,8
cg19117063,8
cg18052547,8
cg03794491,8
cg18571497,8
cg18599231,8
cg08764881,8
cg12906880,8
cg16083558,8
cg20559215,8
cg19172468,8
cg23650606,8
cg09966920,8
cg09531389,8
cg11336389,8
cg27064063,8
cg02464487,8
cg12577469,8
cg15142346,8
cg09887862,8
cg01145140,8
cg23012852,8
cg17530030,8
cg26905845,8
cg20106077,8
cg12276001,8
cg03730314,8
cg14079359,8
cg19877741,8
cg09537553,8
cg25473665,8
cg21078077,8
cg21655171,8
cg19054158,8
cg17533797,8
cg19106179,8
cg10030633,8
cg17653519,8
cg20959002,8
cg23876203,8
cg18669022,8
cg04561224,8
cg19195077,8
cg22173481,8
cg01137907,8
cg18260823,8
cg14301859,8
cg09190579,8
cg07270289,8
cg13560068,8
cg26162637,8
cg26780819,8
cg16913250,8
cg20426275,8
cg06023351,8
cg11789684,8
cg10823511,8
cg19626463,8
cg06496022,8
cg10727660,8
cg22336754,8
cg25225521,8
cg00859877,8
cg10410513,8
cg06938143,8
cg13289413,8
cg25996553,8
cg23882724,8
cg17896243,8
cg07421169,8
cg07010946,8
cg05861515,8
cg06043048,8
cg17585181,8
cg06177459,8
cg00241482,8
cg15795515,8
cg04264433,8
cg14963498,8
cg19571412,8
cg26281303,8
cg17254434,8
cg22586603,8
cg04687040,8
cg04179113,8
cg23283667,8
cg03978067,8
cg08549829,8
cg21219268,8
cg13777646,8
cg04986567,8
cg13996562,8
cg21177183,8
cg14129329,8
cg13787768,8
cg17935703,8
cg14197632,8
cg11508783,8
cg23492225,8
cg09667067,8
cg17544364,8
cg27243297,8
cg04686117,8
cg23429664,8
cg18966140,8
cg17646571,8
cg20571761,8
cg01332279,8
cg12401742,8
cg05777356,8
cg18104920,8
cg24968869,8
cg09045574,8
cg23779220,8
cg10088790,8
cg16758953,8
cg19628012,8
cg11660308,8
cg04034998,8
cg27275103,8
cg05210213,8
cg17051543,8
cg22280068,8
cg03471977,8
cg05516327,8
cg15514654,8
cg19909394,8
cg15144517,8
cg17222033,8
cg05140433,8
cg20966549,8
cg14222964,8
cg19750116,8
cg03729698,8
cg04932928,8
cg15367592,8
cg17552759,8
cg16805553,8
cg15625631,8
cg23404737,8
cg19760591,8
cg01224563,8
cg24433095,8
cg14553260,8
cg22780146,8
cg19112275,8
cg14606740,8
cg21053644,8
cg13012086,8
cg07429710,8
cg13843573,8
cg02418195,8
cg22407821,8
cg12765935,8
cg24471210,8
cg21381594,8
cg17132902,8
cg20345569,8
cg08554556,8
cg19344878,8
cg21475665,8
cg04875544,8
cg12719904,8
cg25563480,8
cg03619081,8
cg20706620,8
cg22538338,8
cg23545671,8
cg16503053,8
cg00667948,8
cg04080302,8
cg04775856,8
cg24694947,8
cg19277655,8
cg23121887,8
cg19758385,8
cg27403470,8
cg20274978,8
cg19946956,8
cg20691608,8
cg01099512,8
cg26419287,8
cg01512230,8
cg27035997,8
cg07179457,8
cg18413218,8
cg01276031,8
cg12196570,8
cg10648125,8
cg07912018,8
cg19847577,8
cg15193179,8
cg06679319,8
cg23386236,8
cg24738257,8
cg14078613,8
cg03146158,8
cg25536002,8
cg18746157,8
cg16665064,8
cg16580742,8
cg26726204,8
cg26447146,8
cg27073108,8
cg06246630,8
cg23047825,8
cg03859028,8
cg03414001,8
cg01153376,8
cg04497389,8
cg05717959,8
cg02763822,8
cg26618499,8
cg03637906,8
cg00747650,8
cg08010037,8
cg00747859,8
cg15592863,8
cg00228142,8
cg03424505,8
cg07613987,8
cg02154021,8
cg02248103,8
cg16380681,8
cg06886153,8
cg03051742,8
cg03987842,8
cg04768488,8
cg05105330,8
cg04588473,8
cg06386009,8
cg16579369,8
cg06743454,8
cg01134309,8
cg08335008,8
cg08597019,8
cg03503809,8
cg13347397,8
cg13951796,8
cg12485992,8
cg12485992,8
cg11644815,8
cg13771797,8
cg10030648,8
cg18448906,8
cg00428468,8
cg19443786,8
cg15027664,8
cg14957731,8
cg12496455,8
cg18464244,8
cg26473451,8
cg12167452,8
cg15435765,8
cg05844827,8
cg10252138,8
cg20361205,8
cg00286104,8
cg07207070,8
cg00615835,8
cg02363653,8
cg04515258,8
cg17737776,8
cg11083511,8
cg18558969,8
cg14786381,8
cg26475087,8
cg23304464,8
cg00918130,8
cg18627328,8
cg22088518,8
cg02305164,8
cg26446043,8
cg19549589,8
cg12255509,8
cg24895779,8
cg08485001,8
cg01121180,8
cg23942604,8
cg03972476,8
cg12505343,8
cg27294156,8
cg24912415,8
cg03606258,8
cg05534403,8
cg00628766,8
cg00087601,8
cg26134629,8
cg25470197,8
cg17283826,8
cg19086124,8
cg01065425,8
cg07265806,8
cg06787125,8
cg12853158,8
cg03390873,8
cg05957781,8
cg13213216,8
cg22725940,8
cg04514385,8
cg23877661,8
cg20788133,9
cg10644916,9
cg02293501,9
cg24145109,9
cg16049283,9
cg09869882,9
cg10316617,9
cg16575981,9
cg00329656,9
cg22442883,9
cg26348696,9
cg08885657,9
cg14282087,9
cg12070011,9
cg06776907,9
cg24691942,9
cg06899791,9
cg17500383,9
cg21584846,9
cg24102479,9
cg04212235,9
cg15531099,9
cg21860360,9
cg24849049,9
cg05375829,9
cg08879849,9
cg00568345,9
cg00711829,9
cg21264521,9
cg20828284,9
cg23676618,9
cg09168728,9
cg23663428,9
cg07581633,9
cg15084467,9
cg24270083,9
cg18548165,9
cg18205081,9
cg22971550,9
cg24217980,9
cg23203698,9
cg02032193,9
cg00166653,9
cg15549810,9
cg18228448,9
cg04367866,9
cg23482839,9
cg19147129,9
cg22344661,9
cg02458875,9
cg21440645,9
cg19112359,9
cg07620853,9
cg06496484,9
cg05979020,9
cg26466274,9
cg22162872,9
cg22450991,9
cg16678169,9
cg00308021,9
cg19187465,9
cg13299279,9
cg15956662,9
cg22394663,9
cg16074990,9
cg23369305,9
cg09996298,9
cg00255732,9
cg12464194,9
cg08449558,9
cg16292912,9
cg08461247,9
cg21445918,9
cg22022041,9
cg03192919,9
cg02262162,9
cg01569984,9
cg02220894,9
cg16027775,9
cg23468456,9
cg05379608,9
cg17553608,9
cg12177207,9
cg12687426,9
cg04500185,9
cg10148968,9
cg03637769,9
cg02951719,9
cg08365591,9
cg22201573,9
cg21177063,9
cg02546848,9
cg08067566,9
cg06437209,9
cg22050253,9
cg20759356,9
cg08374659,9
cg15776919,9
cg08661678,9
cg20559943,9
cg12770844,9
cg27179710,9
cg08680868,9
cg16995193,9
cg00012123,9
cg16570314,9
cg08943467,9
cg12925904,9
cg21874902,9
cg11001828,9
cg06460122,9
cg11300810,9
cg23392359,9
cg24177517,9
cg07564088,9
cg11290181,9
cg07672509,9
cg19548435,9
cg03860992,9
cg18634090,9
cg25224551,9
cg26650494,9
cg24952411,9
cg05398487,9
cg00983705,9
cg24237154,9
cg27406070,9
cg03876548,9
cg22671410,9
cg05738749,9
cg11722179,9
cg18106971,9
cg26287521,9
cg00436435,9
cg09028985,9
cg22486083,9
cg21874202,9
cg15164826,9
cg13099644,9
cg06884718,9
cg23365293,9
cg12015991,9
cg06204447,9
cg01745539,9
cg10180404,9
cg07930587,9
cg13224161,9
cg18257103,9
cg15079551,9
cg11783520,9
cg03013892,9
cg24884985,9
cg12049695,9
cg11881038,9
cg17945684,9
cg19594840,9
cg20877587,9
cg03899694,9
cg10674393,9
cg17232344,9
cg15323121,9
cg17430651,9
cg01877961,9
cg19260237,9
cg01383401,9
cg19472786,9
cg13703663,9
cg06674280,9
cg04978343,9
cg12174008,9
cg16600257,9
cg19329121,9
cg11945022,9
cg03204399,9
cg14876463,9
cg18880543,9
cg02762561,9
cg13206201,9
cg17419186,9
cg07048094,9
cg09920531,9
cg05164449,9
cg19383680,9
cg11276189,9
cg04225592,9
cg08803663,9
cg18813182,9
cg17813879,9
cg16855633,9
cg24787823,9
cg15653945,9
cg20165884,9
cg01911082,9
cg08628269,9
cg04497154,9
cg15723250,9
cg20130989,9
cg14041360,9
cg13934990,9
cg10975354,9
cg13889467,9
cg05907949,9
cg03462714,9
cg00855014,9
cg08905519,9
cg14835746,9
cg12708867,9
cg11038887,9
cg25014494,9
cg19739082,9
cg03139691,9
cg14277989,9
cg02492279,9
cg06791973,9
cg00643695,9
cg02140517,9
cg09399869,9
cg22801400,9
cg12741337,9
cg01516887,9
cg22858525,9
cg20426866,9
cg26284388,9
cg24194674,9
cg12404858,9
cg06036563,9
cg09623712,9
cg17577701,9
cg17577701,9
cg18520634,9
cg07689001,9
cg06964595,9
cg26234233,9
cg02143936,9
cg18422632,9
cg26197155,9
cg10470368,9
cg06988771,9
cg10098373,9
cg09776041,9
cg24600274,9
cg04464523,9
cg13078671,9
cg26713273,9
cg18784875,9
cg16105569,9
cg02046589,9
cg00458157,9
cg18468917,9
cg23921699,9
cg06715628,9
cg17324880,9
cg11785471,9
cg26358063,9
cg00822321,9
cg01654327,9
cg10284638,9
cg11033762,9
cg25585323,9
cg02188358,9
cg24844777,9
cg05074631,9
cg06596613,9
cg04741128,9
cg19086603,9
cg27086157,9
cg11066244,9
cg00939438,9
cg18920697,9
cg05292605,9
cg20557125,9
cg15876198,9
cg01498829,9
cg17327828,9
cg26277720,9
cg13053400,9
cg18533431,9
cg00849862,9
cg14930116,9
cg10872075,9
cg24363621,9
cg00297362,9
cg20803423,9
cg01140395,9
cg07084345,9
cg27613016,9
cg09431919,9
cg17895608,9
cg25395581,9
cg21520564,9
cg06015523,9
cg15456414,9
cg26143944,9
cg00491904,9
cg01763947,9
cg21614339,9
cg05090170,9
cg05095057,9
cg02231325,9
cg04245870,9
cg07869343,9
cg06487937,9
cg00855458,9
cg00027155,9
cg07719621,9
cg08717414,9
cg09214892,9
cg05179499,9
cg00645020,9
cg02418439,9
cg00402139,9
cg10462897,9
cg01052274,9
cg16792044,9
cg09367126,9
cg16769976,9
cg25745056,9
cg27403023,9
cg21480464,9
cg18773308,9
cg06096245,9
cg27500337,9
cg19759847,9
cg07252575,9
cg03120558,9
cg18828268,9
cg04267111,9
cg02144954,9
cg26263310,9
cg16187528,9
cg05946353,9
cg10231427,9
cg17960615,9
cg18593708,9
cg02931457,9
cg10565645,9
cg16705205,9
cg15566919,9
cg17830140,9
cg16832295,9
cg25421569,9
cg19290738,9
cg24413826,9
cg19504860,9
cg15455084,9
cg06945747,9
cg22201478,9
cg04741880,9
cg01086039,9
cg27076144,9
cg12268519,9
cg19564375,9
cg04329460,9
cg24081764,9
cg23526980,9
cg02494904,9
cg23629496,9
cg03262887,9
cg25358761,9
cg13877999,9
cg10099445,9
cg00272992,9
cg08371333,9
cg18038209,9
cg01199931,9
cg11466708,9
cg03654613,9
cg27376941,9
cg05569447,9
cg04387098,9
cg20482922,9
cg25619287,10
cg03528848,10
cg24001314,10
cg07902789,10
cg21836418,10
cg03386715,10
cg16017130,10
cg05232133,10
cg13384923,10
cg02987658,10
cg22499381,10
cg03532363,10
cg01796338,10
cg02576637,10
cg03548008,10
cg10312513,10
cg01074797,10
cg22877129,10
cg09368964,10
cg01003793,10
cg18539768,10
cg26616932,10
cg06605163,10
cg05363616,10
cg11067224,10
cg23261375,10
cg26785303,10
cg13468797,10
cg13976876,10
cg03129555,10
cg13088003,10
cg14078368,10
cg21787989,10
cg18171512,10
cg05794927,10
cg23523711,10
cg18305853,10
cg15074524,10
cg15127270,10
cg10322879,10
cg17101589,10
cg04515480,10
cg07287078,10
cg05614072,10
cg04777474,10
cg02187090,10
cg01400468,10
cg10664190,10
cg20694147,10
cg11731746,10
cg23885472,10
cg26179400,10
cg20935741,10
cg15743157,10
cg16511475,10
cg16266494,10
cg02823625,10
cg05850457,10
cg06256937,10
cg10487306,10
cg20369469,10
cg26331135,10
cg19103000,10
cg01347786,10
cg00456685,10
cg21031692,10
cg18090068,10
cg18477943,10
cg00056268,10
cg09690321,10
cg14861803,10
cg08881938,10
cg02344477,10
cg16342620,10
cg10330468,10
cg18146226,10
cg02792022,10
cg03889767,10
cg14652403,10
cg21110844,10
cg01190800,10
cg26128129,10
cg08273995,10
cg15970640,10
cg00588691,10
cg22398710,10
cg17276036,10
cg09927311,10
cg05893845,10
cg09234283,10
cg13638980,10
cg01502301,10
cg10744305,10
cg07427577,10
cg19473146,10
cg12336233,10
cg04675246,10
cg07422412,10
cg06547209,10
cg01304065,10
cg19487738,10
cg05709879,10
cg11529236,10
cg10934668,10
cg09719342,10
cg12974258,10
cg18236584,10
cg07601741,10
cg15094703,10
cg09091941,10
cg17845669,10
cg00149692,10
cg26540054,10
cg14007638,10
cg09378284,10
cg25644740,10
cg01519225,10
cg06657028,10
cg26074202,10
cg26074202,10
cg03709428,10
cg19367859,10
cg06833981,10
cg20921096,10
cg07214724,10
cg03598801,10
cg21810411,10
cg03513066,10
cg26159068,10
cg08635376,10
cg24890640,10
cg02919168,10
cg21134859,10
cg02873710,10
cg04314254,10
cg05563222,10
cg03807873,10
cg10854295,10
cg02804842,10
cg20332088,10
cg26221506,10
cg25215565,10
cg08761308,10
cg20095237,10
cg18315976,10
cg12581298,10
cg08166019,10
cg25037777,10
cg04984422,10
cg19925597,10
cg19925597,10
cg23233802,10
cg23370710,10
cg23228529,10
cg13335863,10
cg25575831,10
cg03475491,10
cg00401665,10
cg12436863,10
cg01946097,10
cg00843795,10
cg13793093,10
cg20060216,10
cg23694597,10
cg01100465,10
cg24604127,10
cg23829256,10
cg02464458,10
cg20223677,10
cg11896066,10
cg01565659,10
cg13880379,10
cg16688533,10
cg18118834,10
cg13021084,10
cg14656774,10
cg12794109,10
cg11583544,10
cg03934879,10
cg09417530,10
cg03067774,10
cg10279794,10
cg24786650,10
cg08228856,10
cg11769851,10
cg14146366,10
cg13410725,10
cg21228642,10
cg13935765,10
cg21180703,10
cg13915909,10
cg14357481,10
cg02014396,10
cg14465583,10
cg21191443,10
cg14605999,10
cg03018489,10
cg13752726,10
cg18688336,10
cg22580088,10
cg23402755,10
cg23402755,10
cg18113637,10
cg06294580,10
cg24797210,10
cg24508021,10
cg04923739,10
cg09139227,10
cg12051615,10
cg15397416,10
cg23064157,10
cg18719016,10
cg24268035,10
cg24826696,10
cg03633322,10
cg13854498,10
cg23523359,10
cg23693569,10
cg04937623,10
cg14512156,10
cg06073535,10
cg11475788,10
cg19542403,10
cg24752563,10
cg19039925,10
cg22958079,10
cg13916633,10
cg06799747,10
cg27281836,10
cg04196064,10
cg02084325,10
cg22114498,10
cg06467504,10
cg09485539,10
cg18875674,10
cg24166175,10
cg24732062,10
cg09833720,10
cg07110182,10
cg11823079,10
cg13523561,10
cg00474091,10
cg18468917,10
cg12881259,10
cg21763058,10
cg01976138,10
cg18528696,10
cg15067764,10
cg22349229,10
cg07786842,10
cg21719753,10
cg04385200,10
cg20688847,10
cg01308601,10
cg08639283,10
cg00222015,10
cg11607710,10
cg13011003,10
cg06949474,10
cg09081941,10
cg07249343,10
cg26404867,10
cg02314642,10
cg12774971,10
cg16151959,10
cg01952012,10
cg07439474,10
cg25902833,10
cg05777554,10
cg17930361,10
cg04438098,10
cg20681688,10
cg11702988,10
cg04897504,10
cg10919109,10
cg00502469,10
cg23168520,10
cg01758122,10
cg12646313,10
cg19937577,10
cg02154728,10
cg01640711,10
cg23171812,10
cg12864368,10
cg05865331,10
cg18538276,10
cg24787593,10
cg18258571,10
cg17382302,10
cg04667681,10
cg21313729,10
cg11044556,10
cg03888083,10
cg10295110,10
cg06490968,10
cg01074083,10
cg02766425,10
cg00812735,10
cg03146649,10
cg26702039,10
cg04890459,10
cg04881622,10
cg18638251,10
cg01754009,10
cg25172968,10
cg19255828,10
cg00897863,10
cg23633026,10
cg21377396,10
cg27060340,10
cg07017164,10
cg23647744,10
cg04036827,10
cg17558296,10
cg21821643,10
cg07973125,10
cg00739217,10
cg22222799,10
cg17473377,10
cg09813647,10
cg16221879,10
cg14761252,10
cg00694040,10
cg06651299,10
cg24747107,10
cg18801825,10
cg09905951,10
cg23281436,10
cg10357885,10
cg13553703,10
cg07461160,10
cg04062845,10
cg27078670,10
cg01282508,10
cg15582544,10
cg12478440,10
cg24832215,10
cg12967864,10
cg10747483,10
cg03569404,10
cg03704771,10
cg15131258,10
cg24945965,10
cg00286102,10
cg27656320,10
cg21639922,10
cg20009356,10
cg20331457,10
cg08219923,10
cg13263830,10
cg26539321,10
cg08469752,10
cg22530983,10
cg08960045,10
cg17852104,10
cg12369063,10
cg07584620,11
cg12297125,11
cg21572730,11
cg10130257,11
cg25196716,11
cg03113358,11
cg23688827,11
cg04298811,11
cg04338022,11
cg04089743,11
cg15818357,11
cg00156684,11
cg26034147,11
cg06804873,11
cg23213876,11
cg07848728,11
cg21412865,11
cg02896926,11
cg19874857,11
cg17951978,11
cg22792473,11
cg10434261,11
cg19777664,11
cg09062138,11
cg02170310,11
cg01934566,11
cg06523151,11
cg00723431,11
cg08887025,11
cg16700716,11
cg00793992,11
cg25450649,11
cg25497572,11
cg02862087,11
cg24173596,11
cg22370524,11
cg27560690,11
cg14975154,11
cg04366076,11
cg14448393,11
cg25550823,11
cg24079981,11
cg14508391,11
cg02061626,11
cg07546011,11
cg10855427,11
cg01100043,11
cg04151762,11
cg19074779,11
cg20704963,11
cg26469613,11
cg26461880,11
cg19676100,11
cg06610172,11
cg15351697,11
cg25209153,11
cg16364629,11
cg22534898,11
cg27229097,11
cg03868251,11
cg20364183,11
cg22139363,11
cg27557782,11
cg00125002,11
cg00225618,11
cg26179679,11
cg02648923,11
cg03330522,11
cg08875605,11
cg00803910,11
cg16092346,11
cg21544644,11
cg13509918,11
cg03199564,11
cg06202802,11
cg20702875,11
cg25910494,11
cg04493054,11
cg27581660,11
cg02096220,11
cg22901919,11
cg15208630,11
cg25446460,11
cg10712884,11
cg07830906,11
cg26710738,11
cg15690623,11
cg07726975,11
cg00282370,11
cg23507211,11
cg10959673,11
cg08974687,11
cg05583095,11
cg10914192,11
cg11472030,11
cg12611007,11
cg07382752,11
cg01551388,11
cg26335091,11
cg24577098,11
cg06960457,11
cg11291305,11
cg24100293,11
cg20620047,11
cg13367563,11
cg03312406,11
cg16742075,11
cg07497663,11
cg11100081,11
cg15979214,11
cg17129519,11
cg16707952,11
cg25954539,11
cg00701530,11
cg02749948,11
cg09186268,11
cg12989473,11
cg21241195,11
cg13966843,11
cg00331257,11
cg27107292,11
cg17316649,11
cg05370853,11
cg16577979,11
cg04317588,11
cg10297701,11
cg20223237,11
cg14373797,11
cg26144659,11
cg16507569,11
cg15654458,11
cg25531220,11
cg25202367,11
cg05509820,11
cg00332305,11
cg16214245,11
cg04799859,11
cg24515091,11
cg04858090,11
cg18788749,11
cg22433798,11
cg24629545,11
cg02767827,11
cg08524483,11
cg12302407,11
cg01509427,11
cg12428043,11
cg08036399,11
cg04200372,11
cg23273453,11
cg05623246,11
cg06295137,11
cg07764059,11
cg27376810,11
cg13322072,11
cg21266314,11
cg16640962,11
cg24022528,11
cg25470080,11
cg26153182,11
cg12742395,11
cg06324554,11
cg17714807,11
cg04101960,11
cg06562718,11
cg08006646,11
cg06767339,11
cg01772663,11
cg26702098,11
cg01921484,11
cg22801896,11
cg12502823,11
cg14093255,11
cg13854296,11
cg05669421,11
cg13932731,11
cg09307883,11
cg20312418,11
cg08879528,11
cg08367083,11
cg05609039,11
cg09730302,11
cg15312203,11
cg23657215,11
cg13530320,11
cg21659206,11
cg03951394,11
cg25053386,11
cg13957457,11
cg02282118,11
cg26505974,11
cg25232888,11
cg25203856,11
cg10266336,11
cg20782215,11
cg24011351,11
cg09619347,11
cg04270414,11
cg16649728,11
cg02070028,11
cg07498168,11
cg17412651,11
cg19861833,11
cg18791773,11
cg06203952,11
cg02399716,11
cg15717887,11
cg05391255,11
cg14416070,11
cg00741259,11
cg10957001,11
cg19892758,11
cg07020979,11
cg15964187,11
cg22805813,11
cg16713625,11
cg02585849,11
cg22665700,11
cg12526443,11
cg23209353,11
cg23579537,11
cg17533960,11
cg13411149,11
cg17394623,11
cg22898814,11
cg18701343,11
cg07512790,11
cg23234860,11
cg23165913,11
cg12103802,11
cg06317348,11
cg04244493,11
cg23463680,11
cg10507759,11
cg05111898,11
cg16989201,11
cg13934266,11
cg02703248,11
cg17111780,11
cg02537902,11
cg12790638,11
cg13782322,11
cg01380321,11
cg26589251,11
cg14908557,11
cg03888083,11
cg07682009,11
cg00888252,11
cg04485371,11
cg09892721,11
cg09656931,11
cg01256999,11
cg06483661,11
cg04831783,11
cg26279829,11
cg27628932,11
cg18976191,11
cg03059535,11
cg04755999,11
cg23415558,11
cg12548348,11
cg20209805,11
cg00797779,11
cg09006072,11
cg06684928,11
cg22984380,11
cg04166638,11
cg21702934,11
cg15660740,11
cg05165250,11
cg15201115,11
cg15921100,11
cg18971282,11
cg17017564,11
cg10815657,11
cg08593676,11
cg24765783,11
cg22944307,11
cg07848485,11
cg13829625,11
cg07718631,11
cg05322870,11
cg09342697,11
cg22382112,11
cg14117565,11
cg08656053,11
cg11196851,11
cg10747483,11
cg18795732,11
cg15977432,11
cg09063661,11
cg01521987,11
cg27296071,11
cg21142447,11
cg23625207,11
cg18032705,11
cg21234269,11
cg07611925,11
cg13354893,11
cg03048921,11
cg20271692,11
cg23081194,11
cg15964080,11
cg02387435,11
cg00651286,11
cg24848192,11
cg17205386,11
cg16251458,11
cg00062072,12
cg25282454,12
cg09819798,12
cg18367529,12
cg02974491,12
cg17355877,12
cg05098425,12
cg12475902,12
cg13422830,12
cg10993488,12
cg17437399,12
cg02061007,12
cg04483506,12
cg18027123,12
cg01561629,12
cg05750824,12
cg26837508,12
cg05657427,12
cg17820060,12
cg11596043,12
cg15209419,12
cg09145778,12
cg11614086,12
cg21132587,12
cg16754216,12
cg10419342,12
cg17838165,12
cg25587481,12
cg27608154,12
cg24369233,12
cg01713406,12
cg01111179,12
cg01138706,12
cg15559833,12
cg19367293,12
cg02059823,12
cg02059823,12
cg21598489,12
cg18689402,12
cg01398709,12
cg21429544,12
cg19977011,12
cg05799088,12
cg00902674,12
cg07676669,12
cg24184919,12
cg18450322,12
cg09650575,12
cg23240231,12
cg27026615,12
cg10852718,12
cg24677036,12
cg04129885,12
cg08300475,12
cg15841665,12
cg00209612,12
cg21645759,12
cg15594605,12
cg08786370,12
cg06341821,12
cg18144906,12
cg15970860,12
cg08684066,12
cg22523851,12
cg25036081,12
cg24791218,12
cg25422346,12
cg22951524,12
cg11422312,12
cg22933719,12
cg19547330,12
cg17693374,12
cg07124183,12
cg02614045,12
cg24137123,12
cg22062432,12
cg22306009,12
cg03597063,12
cg16330849,12
cg01356752,12
cg25650661,12
cg20221094,12
cg20649689,12
cg03701045,12
cg19179910,12
cg26566189,12
cg12999291,12
cg18240727,12
cg26330577,12
cg19236328,12
cg03231275,12
cg15815970,12
cg00331257,12
cg08882389,12
cg06281714,12
cg24102817,12
cg24638099,12
cg09411910,12
cg05973866,12
cg09767312,12
cg01278975,12
cg12574416,12
cg16840889,12
cg01949832,12
cg07895329,12
cg24871596,12
cg18606189,12
cg02504993,12
cg13160627,12
cg11532182,12
cg12772457,12
cg21598190,12
cg24185656,12
cg18237047,12
cg18547667,12
cg12631925,12
cg26170138,12
cg15139653,12
cg24543015,12
cg03461361,12
cg16554153,12
cg13467412,12
cg19196466,12
cg02041497,12
cg23299133,12
cg11607219,12
cg15972370,12
cg16068431,12
cg06005173,12
cg10197336,12
cg17522401,12
cg12837524,12
cg20567176,12
cg18894605,12
cg20106866,12
cg06172865,12
cg12619747,12
cg19663354,12
cg02724374,12
cg27247252,12
cg11476907,12
cg02389252,12
cg08373250,12
cg06035200,12
cg26177096,12
cg27048446,12
cg16778274,12
cg03539003,12
cg13071618,12
cg03704393,12
cg13554180,12
cg16326335,12
cg05879576,12
cg09504384,12
cg26864388,12
cg17568421,12
cg23404610,12
cg00519463,12
cg20720056,12
cg24123645,12
cg13949713,12
cg13800652,12
cg23913465,12
cg19197888,12
cg26012927,12
cg06143971,12
cg08495860,12
cg01264919,12
cg05105212,12
cg06120313,12
cg19347782,12
cg13130965,12
cg02370022,12
cg22355889,12
cg23159165,12
cg15514065,12
cg13107191,12
cg21125628,12
cg13722517,12
cg10690467,12
cg11748730,12
cg15775217,12
cg18203203,12
cg15964187,12
cg15828711,12
cg19191272,12
cg03915648,12
cg14874216,12
cg23556238,12
cg23432430,12
cg25713370,12
cg17630044,12
cg07563761,12
cg18189641,12
cg14210528,12
cg23952253,12
cg05081263,12
cg26773954,12
cg20622565,12
cg02307328,12
cg23005102,12
cg19671247,12
cg18205933,12
cg13620691,12
cg18707028,12
cg23421896,12
cg04060288,12
cg01308343,12
cg19539462,12
cg21543270,12
cg04726019,12
cg18439144,12
cg25598062,12
cg23009094,12
cg08914678,12
cg08581004,12
cg08783468,12
cg10800261,12
cg04908013,12
cg05690808,12
cg04622164,12
cg01481978,12
cg19014289,12
cg23676314,12
cg04417708,12
cg22896102,12
cg26955234,12
cg09436737,12
cg12432807,12
cg26949829,12
cg24801230,12
cg18228076,12
cg02228913,12
cg21705961,12
cg13704117,12
cg15633388,12
cg04532956,12
cg06762877,12
cg21727214,12
cg07208425,12
cg26201815,12
cg03225548,12
